customer,cart_additions,chain_length
customer9505,0,1
customer9506,0,1
customer9507,4,15
customer9508,0,1
customer9509,0,1
customer9510,0,1
customer9511,0,1
customer9512,0,2
customer9513,0,1
customer9514,0,1
customer9515,0,6
customer9516,0,1
customer9517,0,1
customer9518,5,2
customer9519,4,2
customer9520,0,11
customer9521,0,1
customer9522,0,3
customer9523,1,1
customer9524,0,1
customer9525,0,9
customer9526,0,1
customer9527,0,2
customer9528,0,1
customer9529,6,1
customer9530,0,1
customer9531,0,1
customer9532,0,1
customer9533,6,1
customer9534,0,2
customer9535,0,1
customer9536,0,1
customer9537,10,1
customer9538,0,1
customer9539,0,2
customer9540,0,1
customer9541,0,1
customer9542,0,1
customer9543,0,1
customer9544,0,1
customer9545,0,1
customer9546,0,1
customer9547,0,1
customer9548,5,1
customer9549,0,1
customer9550,0,2
customer9551,6,2
customer9552,0,1
customer9553,0,1
customer9554,0,3
customer9555,0,3
customer9556,0,2
customer9557,0,1
customer9558,0,1
customer9559,0,1
customer9560,0,1
customer9561,0,1
customer9562,0,1
customer9563,0,1
customer9564,1,1
customer9565,0,2
customer9566,0,1
customer9567,0,1
customer9568,0,1
customer9569,0,1
customer9570,0,1
customer9571,0,1
customer9572,0,1
customer9573,0,2
customer9574,0,1
customer9575,0,1
customer9576,3,4
customer9577,0,2
customer9578,0,1
customer9579,0,1
customer9580,0,1
customer9581,0,1
customer9582,0,6
customer9583,0,1
customer9584,0,7
customer9585,6,1
customer9586,0,1
customer9587,0,1
customer9588,0,1
customer9589,0,1
customer9590,0,1
customer9591,0,1
customer9592,7,1
customer9593,0,1
customer9594,0,1
customer9595,0,1
customer9596,0,4
customer9597,0,1
customer9598,0,4
customer9599,0,1
customer9600,0,6
customer9601,0,1
customer9602,0,7
customer9603,0,1
customer9604,0,3
customer9605,4,2
customer9606,0,3
customer9607,0,1
customer9608,0,1
customer9609,0,1
customer9610,0,1
customer9611,0,1
customer9612,0,1
customer9613,0,1
customer9614,0,1
customer9615,0,1
customer9616,0,1
customer9617,0,1
customer9618,0,1
customer9619,0,1
customer9620,0,9
customer9621,0,1
customer9622,0,1
customer9623,0,1
customer9624,0,1
customer9625,0,1
customer9626,1,4
customer9627,0,1
customer9628,0,2
customer9629,0,1
customer9630,11,12
customer9631,0,1
customer9632,0,1
customer9633,0,1
customer9634,3,1
customer9635,0,1
customer9636,0,1
customer9637,0,1
customer9638,0,1
customer9639,0,6
customer9640,0,4
customer9641,2,3
customer9642,0,1
customer9643,0,1
customer9644,0,1
customer9645,0,1
customer9646,0,1
customer9647,0,1
customer9648,1,2
customer9649,0,1
customer9650,0,1
customer9651,0,1
customer9652,0,1
customer9653,0,1
customer9654,0,1
customer9655,0,1
customer9656,0,1
customer9657,0,1
customer9658,0,1
customer9659,0,3
customer9660,0,1
customer9661,0,1
customer9662,0,1
customer9663,0,1
customer9664,6,2
customer9665,3,2
customer9666,7,3
customer9667,0,1
customer9668,0,4
customer9669,0,1
customer9670,0,2
customer9671,0,1
customer9672,0,1
customer9673,0,1
customer9674,6,1
customer9675,0,1
customer9676,0,1
customer9677,0,7
customer9678,0,1
customer9679,0,1
customer9680,0,1
customer9681,12,2
customer9682,0,2
customer9683,0,1
customer9684,0,1
customer9685,0,1
customer9686,0,4
customer9687,0,1
customer9688,0,1
customer9689,0,1
customer9690,0,1
customer9691,0,1
customer9692,5,1
customer9693,0,1
customer9694,0,1
customer9695,0,1
customer9696,0,1
customer9697,0,1
customer9698,0,1
customer9699,0,4
customer9700,0,1
customer9701,0,1
customer9702,0,1
customer9703,2,1
customer9704,0,1
customer9705,0,1
customer9706,0,24
customer9707,1,2
customer9708,0,1
customer9709,0,1
customer9710,0,5
customer9711,0,1
customer9712,1,1
customer9713,0,1
customer9714,0,1
customer9715,0,1
customer9716,5,2
customer9717,0,1
customer9718,0,1
customer9719,0,1
customer9720,0,1
customer9721,0,1
customer9722,0,3
customer9723,0,1
customer9724,0,1
customer9725,0,1
customer9726,0,1
customer9727,0,1
customer9728,0,1
customer9729,0,1
customer9730,7,1
customer9731,0,1
customer9732,0,1
customer9733,0,1
customer9734,0,1
customer9735,2,7
customer9736,0,1
customer9737,0,1
customer9738,0,1
customer9739,0,1
customer9740,0,1
customer9741,0,1
customer9742,0,1
customer9743,0,2
customer9744,0,1
customer9745,0,1
customer9746,0,1
customer9747,0,1
customer9748,0,1
customer9749,0,1
customer9750,0,1
customer9751,0,1
customer9752,0,1
customer9753,0,1
customer9754,0,1
customer9755,0,1
customer9756,0,1
customer9757,0,1
customer9758,0,1
customer9759,0,2
customer9760,0,3
customer9761,0,1
customer9762,0,1
customer9763,0,1
customer9764,0,1
customer9765,2,1
customer9766,0,1
customer9767,0,1
customer9768,0,1
customer9769,1,4
customer9770,0,1
customer9771,0,1
customer9772,0,1
customer9773,0,1
customer9774,0,1
customer9775,0,1
customer9776,0,1
customer9777,4,11
customer9778,0,1
customer9779,3,5
customer9780,0,1
customer9781,0,1
customer9782,5,3
customer9783,0,1
customer9784,0,1
customer9785,0,1
customer9786,0,1
customer9787,4,1
customer9788,0,1
customer9789,0,1
customer9790,0,1
customer9791,0,1
customer9792,0,1
customer9793,0,1
customer9794,0,1
customer9795,0,3
customer9796,0,1
customer9797,0,1
customer9798,0,1
customer9799,0,1
customer9800,0,1
customer9801,0,1
customer9802,0,1
customer9803,0,1
customer9804,1,1
customer9805,0,1
customer9806,0,2
customer9807,0,2
customer9808,1,1
customer9809,0,2
customer9810,0,1
customer9811,2,1
customer9812,0,1
customer9813,0,1
customer9814,0,1
customer9815,0,1
customer9816,0,1
customer9817,0,1
customer9818,0,1
customer9819,0,1
customer9820,0,1
customer9821,0,1
customer9822,0,1
customer9823,0,1
customer9824,0,1
customer9825,3,2
customer9826,0,1
customer9827,0,1
customer9828,0,1
customer9829,0,1
customer9830,0,1
customer9831,2,14
customer9832,0,1
customer9833,0,1
customer9834,0,2
customer9835,0,1
customer9836,2,3
customer9837,0,2
customer9838,0,1
customer9839,0,1
customer9840,0,1
customer9841,0,1
customer9842,0,1
customer9843,0,1
customer9844,0,1
customer9845,0,2
customer9846,0,1
customer9847,0,1
customer9848,0,1
customer9849,0,1
customer9850,0,1
customer9851,0,1
customer9852,0,1
customer9853,0,1
customer9854,0,1
customer9855,0,1
customer9856,0,1
customer9857,3,1
customer9858,0,1
customer9859,7,3
customer9860,6,2
customer9861,0,1
customer9862,0,1
customer9863,5,1
customer9864,0,4
customer9865,0,2
customer9866,0,1
customer9867,0,1
customer9868,0,1
customer9869,0,3
customer9870,0,1
customer9871,0,1
customer9872,0,1
customer9873,0,1
customer9874,0,1
customer9875,8,2
customer9876,0,1
customer9877,0,1
customer9878,0,1
customer9879,0,1
customer9880,4,1
customer9881,0,1
customer9882,0,1
customer9883,0,1
customer9884,0,1
customer9885,0,1
customer9886,0,2
customer9887,8,1
customer9888,0,2
customer9889,0,1
customer9890,0,1
customer9891,0,2
customer9892,0,1
customer9893,0,1
customer9894,0,1
customer9895,0,1
customer9896,0,1
customer9897,0,1
customer9898,18,1
customer9899,0,2
customer9900,1,6
customer9901,0,1
customer9902,0,1
customer9903,0,1
customer9904,0,1
customer9905,0,1
customer9906,0,1
customer9907,0,2
customer9908,0,1
customer9909,0,1
customer9910,0,1
customer9911,0,1
customer9912,0,1
customer9913,0,1
customer9914,0,2
customer9915,0,2
customer9916,0,1
customer9917,0,1
customer9918,0,2
customer9919,0,1
customer9920,0,1
customer9921,0,1
customer9922,0,1
customer9923,0,1
customer9924,0,1
customer9925,13,32
customer9926,0,1
customer9927,0,1
customer9928,0,1
customer9929,0,2
customer9930,6,1
customer9931,0,1
customer9932,0,1
customer9933,0,4
customer9934,0,1
customer9935,0,1
customer9936,0,1
customer9937,0,1
customer9938,0,1
customer9939,0,1
customer9940,10,9
customer9941,0,1
customer9942,0,1
customer9943,1,1
customer9944,0,1
customer9945,0,1
customer9946,0,1
customer9947,0,1
customer9948,0,1
customer9949,0,1
customer9950,0,1
customer9951,0,3
customer9952,0,1
customer9953,0,1
customer9954,0,1
customer9955,0,1
customer9956,0,1
customer9957,0,2
customer9958,0,1
customer9959,0,1
customer9960,0,1
customer9961,0,1
customer9962,0,1
customer9963,0,1
customer9964,0,1
customer9965,0,1
customer9966,0,1
customer9967,0,1
customer9968,0,2
customer9969,3,2
customer9970,0,1
customer9971,0,1
customer9972,0,7
customer9973,0,1
customer9974,0,1
customer9975,6,1
customer9976,0,1
customer9977,0,1
customer9978,0,1
customer9979,0,2
customer9980,0,1
customer9981,0,1
customer9982,0,1
customer9983,0,1
customer9984,0,1
customer9985,0,1
customer9986,0,1
customer9987,14,19
customer9988,0,2
customer9989,0,1
customer9990,0,1
customer9991,0,3
customer9992,0,1
customer9993,0,1
customer9994,9,1
customer9995,0,1
customer9996,0,1
customer9997,3,6
customer9998,0,1
customer9999,0,1
customer10000,0,1
customer10001,0,1
customer10002,2,3
customer10003,0,1
customer10004,2,1
customer10005,0,6
customer10006,0,1
customer10007,0,1
customer10008,0,1
customer10009,0,1
customer10010,0,1
customer10011,0,1
customer10012,0,1
customer10013,0,1
customer10014,0,1
customer10015,0,1
customer10016,0,1
customer10017,0,2
customer10018,0,1
customer10019,1,1
customer10020,0,1
customer10021,5,1
customer10022,0,1
customer10023,0,2
customer10024,0,1
customer10025,0,2
customer10026,0,1
customer10027,0,1
customer10028,0,1
customer10029,0,1
customer10030,0,2
customer10031,0,1
customer10032,0,1
customer10033,2,5
customer10034,5,1
customer10035,0,1
customer10036,0,1
customer10037,6,1
customer10038,0,1
customer10039,0,1
customer10040,0,1
customer10041,0,1
customer10042,0,2
customer10043,0,1
customer10044,0,1
customer10045,8,1
customer10046,4,1
customer10047,1,1
customer10048,0,1
customer10049,0,3
customer10050,0,2
customer10051,0,4
customer10052,0,2
customer10053,0,2
customer10054,0,2
customer10055,0,1
customer10056,0,1
customer10057,0,1
customer10058,0,1
customer10059,0,1
customer10060,0,1
customer10061,0,1
customer10062,0,1
customer10063,0,1
customer10064,0,1
customer10065,0,1
customer10066,0,1
customer10067,0,1
customer10068,0,1
customer10069,0,2
customer10070,2,1
customer10071,2,1
customer10072,0,1
customer10073,0,5
customer10074,0,2
customer10075,0,1
customer10076,0,1
customer10077,0,1
customer10078,0,1
customer10079,5,1
customer10080,0,1
customer10081,0,1
customer10082,0,1
customer10083,0,1
customer10084,0,1
customer10085,0,1
customer10086,0,1
customer10087,0,1
customer10088,0,1
customer10089,0,1
customer10090,0,1
customer10091,0,1
customer10092,0,1
customer10093,0,1
customer10094,0,1
customer10095,0,1
customer10096,0,1
customer10097,3,2
customer10098,0,1
customer10099,0,1
customer10100,0,1
customer10101,0,1
customer10102,0,1
customer10103,0,1
customer10104,0,1
customer10105,0,1
customer10106,0,1
customer10107,0,1
customer10108,0,2
customer10109,0,1
customer10110,0,1
customer10111,0,1
customer10112,0,1
customer10113,1,1
customer10114,0,1
customer10115,0,1
customer10116,0,1
customer10117,0,1
customer10118,0,3
customer10119,0,1
customer10120,0,2
customer10121,0,4
customer10122,0,1
customer10123,0,1
customer10124,0,1
customer10125,0,13
customer10126,0,1
customer10127,0,1
customer10128,0,1
customer10129,0,1
customer10130,0,1
customer10131,0,1
customer10132,0,1
customer10133,0,2
customer10134,0,1
customer10135,0,1
customer10136,0,1
customer10137,0,1
customer10138,0,1
customer10139,0,1
customer10140,0,1
customer10141,0,1
customer10142,0,18
customer10143,0,1
customer10144,0,1
customer10145,0,1
customer10146,0,1
customer10147,0,1
customer10148,0,1
customer10149,0,1
customer10150,0,1
customer10151,1,2
customer10152,0,1
customer10153,0,1
customer10154,0,1
customer10155,2,1
customer10156,0,6
customer10157,0,1
customer10158,0,1
customer10159,0,1
customer10160,0,2
customer10161,0,2
customer10162,0,3
customer10163,0,1
customer10164,0,1
customer10165,1,3
customer10166,0,2
customer10167,0,1
customer10168,0,1
customer10169,0,1
customer10170,0,1
customer10171,0,1
customer10172,0,1
customer10173,0,1
customer10174,0,1
customer10175,0,1
customer10176,0,4
customer10177,0,1
customer10178,0,1
customer10179,0,1
customer10180,0,1
customer10181,0,2
customer10182,0,1
customer10183,0,1
customer10184,0,1
customer10185,0,1
customer10186,0,1
customer10187,0,1
customer10188,0,2
customer10189,0,1
customer10190,0,1
customer10191,0,1
customer10192,0,1
customer10193,0,1
customer10194,0,1
customer10195,0,2
customer10196,0,1
customer10197,0,1
customer10198,0,1
customer10199,0,2
customer10200,0,1
customer10201,0,1
customer10202,0,1
customer10203,0,1
customer10204,0,1
customer10205,0,1
customer10206,0,1
customer10207,0,1
customer10208,0,1
customer10209,5,1
customer10210,0,1
customer10211,0,1
customer10212,0,1
customer10213,0,1
customer10214,0,1
customer10215,0,1
customer10216,0,2
customer10217,0,1
customer10218,0,3
customer10219,0,1
customer10220,0,2
customer10221,1,1
customer10222,0,1
customer10223,0,2
customer10224,0,3
customer10225,0,1
customer10226,0,1
customer10227,0,1
customer10228,0,19
customer10229,0,3
customer10230,0,1
customer10231,0,1
customer10232,0,1
customer10233,0,1
customer10234,0,1
customer10235,0,1
customer10236,0,1
customer10237,0,1
customer10238,0,1
customer10239,0,1
customer10240,0,1
customer10241,0,1
customer10242,0,1
customer10243,0,1
customer10244,0,1
customer10245,0,1
customer10246,0,1
customer10247,0,1
customer10248,0,1
customer10249,0,1
customer10250,0,1
customer10251,0,1
customer10252,0,1
customer10253,0,1
customer10254,0,1
customer10255,0,1
customer10256,0,1
customer10257,0,1
customer10258,0,1
customer10259,0,1
customer10260,0,1
customer10261,0,1
customer10262,0,1
customer10263,0,1
customer10264,0,1
customer10265,0,1
customer10266,0,1
customer10267,0,1
customer10268,13,1
customer10269,0,2
customer10270,0,1
customer10271,0,1
customer10272,0,1
customer10273,1,17
customer10274,0,1
customer10275,0,1
customer10276,0,1
customer10277,0,4
customer10278,0,1
customer10279,0,1
customer10280,0,10
customer10281,0,1
customer10282,0,1
customer10283,0,2
customer10284,6,1
customer10285,0,9
customer10286,0,3
customer10287,0,4
customer10288,0,1
customer10289,0,1
customer10290,5,1
customer10291,0,1
customer10292,0,3
customer10293,0,1
customer10294,0,1
customer10295,0,1
customer10296,0,1
customer10297,0,5
customer10298,0,1
customer10299,0,1
customer10300,0,3
customer10301,0,1
customer10302,0,2
customer10303,0,1
customer10304,0,1
customer10305,0,1
customer10306,1,1
customer10307,0,1
customer10308,0,1
customer10309,0,7
customer10310,0,1
customer10311,0,1
customer10312,0,2
customer10313,0,1
customer10314,0,1
customer10315,0,1
customer10316,0,1
customer10317,0,2
customer10318,0,1
customer10319,0,1
customer10320,0,1
customer10321,0,1
customer10322,0,1
customer10323,0,1
customer10324,0,1
customer10325,0,1
customer10326,0,1
customer10327,0,1
customer10328,0,1
customer10329,0,1
customer10330,0,1
customer10331,0,1
customer10332,0,1
customer10333,14,3
customer10334,6,1
customer10335,0,1
customer10336,0,4
customer10337,5,1
customer10338,0,1
customer10339,3,1
customer10340,0,1
customer10341,0,1
customer10342,0,1
customer10343,0,2
customer10344,0,1
customer10345,0,1
customer10346,6,1
customer10347,0,1
customer10348,0,1
customer10349,0,1
customer10350,0,1
customer10351,0,1
customer10352,0,1
customer10353,0,1
customer10354,0,1
customer10355,0,1
customer10356,0,1
customer10357,2,1
customer10358,0,1
customer10359,0,1
customer10360,0,2
customer10361,0,1
customer10362,0,1
customer10363,0,1
customer10364,1,1
customer10365,0,1
customer10366,0,1
customer10367,0,1
customer10368,0,1
customer10369,0,1
customer10370,0,1
customer10371,0,1
customer10372,0,1
customer10373,0,1
customer10374,0,1
customer10375,0,2
customer10376,0,5
customer10377,0,1
customer10378,0,1
customer10379,0,1
customer10380,5,3
customer10381,0,1
customer10382,0,2
customer10383,0,1
customer10384,0,3
customer10385,22,3
customer10386,0,9
customer10387,16,3
customer10388,0,1
customer10389,0,1
customer10390,0,1
customer10391,0,1
customer10392,0,1
customer10393,0,1
customer10394,0,1
customer10395,0,1
customer10396,0,1
customer10397,0,1
customer10398,0,1
customer10399,0,1
customer10400,0,1
customer10401,6,2
customer10402,0,1
customer10403,0,2
customer10404,0,1
customer10405,0,1
customer10406,0,1
customer10407,0,1
customer10408,0,1
customer10409,0,2
customer10410,0,1
customer10411,0,1
customer10412,0,3
customer10413,0,1
customer10414,0,1
customer10415,4,1
customer10416,0,3
customer10417,0,1
customer10418,0,8
customer10419,4,1
customer10420,0,1
customer10421,0,2
customer10422,0,1
customer10423,0,1
customer10424,0,1
customer10425,0,1
customer10426,0,1
customer10427,0,1
customer10428,0,1
customer10429,0,1
customer10430,0,1
customer10431,0,10
customer10432,5,2
customer10433,0,1
customer10434,0,1
customer10435,0,4
customer10436,0,1
customer10437,0,1
customer10438,0,1
customer10439,0,3
customer10440,0,4
customer10441,0,1
customer10442,0,1
customer10443,0,1
customer10444,2,13
customer10445,0,1
customer10446,0,2
customer10447,0,2
customer10448,0,1
customer10449,0,1
customer10450,0,1
customer10451,0,1
customer10452,0,1
customer10453,0,9
customer10454,0,1
customer10455,0,1
customer10456,0,1
customer10457,0,1
customer10458,0,1
customer10459,0,3
customer10460,0,1
customer10461,0,2
customer10462,0,2
customer10463,0,1
customer10464,0,2
customer10465,0,1
customer10466,0,2
customer10467,0,1
customer10468,0,1
customer10469,0,1
customer10470,0,1
customer10471,0,1
customer10472,0,1
customer10473,0,1
customer10474,0,1
customer10475,0,1
customer10476,4,2
customer10477,0,1
customer10478,0,1
customer10479,3,1
customer10480,0,1
customer10481,0,4
customer10482,0,2
customer10483,0,1
customer10484,0,1
customer10485,0,2
customer10486,0,1
customer10487,0,1
customer10488,0,2
customer10489,0,1
customer10490,0,2
customer10491,0,1
customer10492,0,1
customer10493,0,2
customer10494,0,1
customer10495,0,1
customer10496,0,2
customer10497,0,1
customer10498,0,1
customer10499,0,2
customer10500,0,1
customer10501,0,2
customer10502,0,1
customer10503,0,2
customer10504,0,1
customer10505,0,11
customer10506,0,1
customer10507,2,1
customer10508,0,1
customer10509,0,7
customer10510,0,1
customer10511,0,1
customer10512,7,1
customer10513,0,1
customer10514,0,3
customer10515,0,1
customer10516,0,1
customer10517,0,1
customer10518,0,1
customer10519,0,1
customer10520,0,5
customer10521,0,1
customer10522,0,1
customer10523,0,1
customer10524,0,3
customer10525,0,2
customer10526,0,2
customer10527,0,1
customer10528,7,5
customer10529,0,1
customer10530,0,1
customer10531,0,3
customer10532,4,4
customer10533,0,1
customer10534,0,1
customer10535,0,1
customer10536,0,1
customer10537,0,2
customer10538,0,1
customer10539,1,2
customer10540,0,1
customer10541,1,2
customer10542,0,2
customer10543,0,1
customer10544,0,2
customer10545,0,1
customer10546,0,2
customer10547,0,2
customer10548,0,1
customer10549,0,1
customer10550,0,1
customer10551,1,3
customer10552,0,1
customer10553,0,1
customer10554,0,1
customer10555,4,3
customer10556,0,1
customer10557,0,1
customer10558,3,5
customer10559,0,1
customer10560,0,1
customer10561,0,1
customer10562,0,1
customer10563,0,1
customer10564,0,2
customer10565,0,1
customer10566,0,1
customer10567,0,3
customer10568,0,1
customer10569,0,1
customer10570,0,1
customer10571,0,1
customer10572,0,1
customer10573,0,1
customer10574,0,2
customer10575,0,1
customer10576,0,2
customer10577,0,1
customer10578,0,1
customer10579,0,1
customer10580,0,4
customer10581,0,2
customer10582,1,3
customer10583,0,1
customer10584,0,1
customer10585,0,1
customer10586,0,2
customer10587,0,1
customer10588,0,1
customer10589,0,1
customer10590,0,1
customer10591,0,1
customer10592,0,1
customer10593,0,1
customer10594,0,3
customer10595,0,3
customer10596,0,1
customer10597,0,1
customer10598,0,1
customer10599,0,7
customer10600,0,1
customer10601,0,1
customer10602,0,1
customer10603,0,1
customer10604,0,1
customer10605,0,3
customer10606,4,1
customer10607,0,1
customer10608,0,1
customer10609,1,4
customer10610,13,2
customer10611,0,2
customer10612,0,1
customer10613,3,1
customer10614,0,1
customer10615,0,1
customer10616,0,1
customer10617,0,1
customer10618,0,1
customer10619,0,2
customer10620,0,1
customer10621,0,7
customer10622,0,1
customer10623,0,1
customer10624,1,1
customer10625,0,1
customer10626,0,1
customer10627,0,1
customer10628,9,1
customer10629,19,1
customer10630,0,1
customer10631,1,1
customer10632,0,1
customer10633,0,1
customer10634,0,2
customer10635,0,1
customer10636,0,1
customer10637,0,1
customer10638,0,1
customer10639,0,1
customer10640,0,1
customer10641,0,1
customer10642,15,3
customer10643,0,1
customer10644,0,1
customer10645,0,1
customer10646,0,1
customer10647,0,1
customer10648,0,2
customer10649,0,2
customer10650,0,1
customer10651,0,1
customer10652,9,2
customer10653,0,1
customer10654,0,1
customer10655,0,1
customer10656,0,4
customer10657,0,1
customer10658,0,9
customer10659,0,1
customer10660,0,1
customer10661,0,1
customer10662,0,1
customer10663,0,1
customer10664,0,1
customer10665,0,1
customer10666,0,1
customer10667,0,2
customer10668,0,1
customer10669,1,4
customer10670,0,2
customer10671,0,2
customer10672,0,1
customer10673,0,1
customer10674,0,1
customer10675,0,1
customer10676,0,1
customer10677,0,1
customer10678,0,1
customer10679,0,1
customer10680,0,1
customer10681,0,2
customer10682,0,1
customer10683,0,1
customer10684,0,1
customer10685,0,1
customer10686,0,1
customer10687,0,1
customer10688,0,1
customer10689,0,1
customer10690,0,2
customer10691,0,1
customer10692,0,1
customer10693,0,1
customer10694,0,1
customer10695,0,1
customer10696,0,1
customer10697,0,1
customer10698,0,1
customer10699,0,1
customer10700,0,1
customer10701,0,4
customer10702,0,1
customer10703,0,2
customer10704,0,1
customer10705,0,2
customer10706,0,1
customer10707,0,1
customer10708,0,1
customer10709,0,1
customer10710,0,1
customer10711,0,1
customer10712,0,1
customer10713,0,1
customer10714,0,1
customer10715,0,1
customer10716,0,1
customer10717,0,1
customer10718,0,1
customer10719,0,2
customer10720,0,1
customer10721,0,1
customer10722,0,1
customer10723,0,2
customer10724,0,1
customer10725,0,1
customer10726,0,1
customer10727,0,1
customer10728,0,1
customer10729,2,1
customer10730,6,3
customer10731,0,3
customer10732,0,1
customer10733,0,1
customer10734,0,1
customer10735,0,1
customer10736,0,1
customer10737,0,1
customer10738,0,1
customer10739,5,8
customer10740,0,1
customer10741,0,1
customer10742,0,1
customer10743,0,1
customer10744,0,1
customer10745,0,1
customer10746,0,1
customer10747,0,1
customer10748,0,9
customer10749,0,1
customer10750,1,2
customer10751,1,8
customer10752,0,1
customer10753,0,3
customer10754,0,1
customer10755,0,1
customer10756,0,1
customer10757,0,1
customer10758,0,1
customer10759,0,1
customer10760,0,1
customer10761,0,1
customer10762,0,1
customer10763,0,1
customer10764,0,1
customer10765,0,1
customer10766,0,1
customer10767,0,2
customer10768,0,1
customer10769,0,2
customer10770,0,1
customer10771,0,1
customer10772,0,1
customer10773,2,2
customer10774,0,1
customer10775,0,1
customer10776,0,1
customer10777,0,1
customer10778,0,1
customer10779,0,1
customer10780,0,1
customer10781,0,1
customer10782,0,2
customer10783,0,1
customer10784,0,1
customer10785,0,1
customer10786,0,1
customer10787,4,7
customer10788,2,1
customer10789,0,1
customer10790,0,1
customer10791,0,1
customer10792,0,2
customer10793,0,1
customer10794,0,1
customer10795,0,1
customer10796,0,1
customer10797,0,1
customer10798,0,1
customer10799,0,1
customer10800,0,1
customer10801,1,1
customer10802,0,1
customer10803,0,1
customer10804,0,1
customer10805,0,1
customer10806,0,1
customer10807,0,1
customer10808,0,1
customer10809,0,3
customer10810,0,1
customer10811,0,1
customer10812,0,4
customer10813,0,3
customer10814,0,2
customer10815,0,1
customer10816,0,1
customer10817,0,1
customer10818,0,1
customer10819,0,1
customer10820,0,1
customer10821,1,2
customer10822,0,1
customer10823,0,1
customer10824,0,1
customer10825,0,2
customer10826,0,1
customer10827,0,1
customer10828,0,1
customer10829,5,1
customer10830,2,1
customer10831,0,1
customer10832,1,1
customer10833,0,1
customer10834,0,1
customer10835,0,1
customer10836,0,1
customer10837,0,2
customer10838,0,1
customer10839,0,1
customer10840,0,1
customer10841,0,1
customer10842,0,1
customer10843,0,1
customer10844,0,2
customer10845,0,1
customer10846,0,1
customer10847,0,1
customer10848,0,9
customer10849,0,1
customer10850,0,1
customer10851,0,1
customer10852,0,1
customer10853,0,1
customer10854,0,2
customer10855,0,1
customer10856,0,1
customer10857,0,1
customer10858,0,1
customer10859,0,2
customer10860,0,1
customer10861,0,2
customer10862,0,1
customer10863,0,1
customer10864,0,1
customer10865,0,1
customer10866,0,1
customer10867,0,1
customer10868,0,1
customer10869,0,1
customer10870,0,1
customer10871,0,1
customer10872,0,1
customer10873,0,1
customer10874,0,1
customer10875,0,3
customer10876,0,3
customer10877,0,1
customer10878,1,1
customer10879,0,1
customer10880,0,1
customer10881,0,1
customer10882,0,1
customer10883,0,1
customer10884,0,1
customer10885,0,1
customer10886,0,1
customer10887,0,1
customer10888,0,1
customer10889,0,1
customer10890,0,4
customer10891,0,1
customer10892,0,2
customer10893,0,1
customer10894,0,1
customer10895,0,1
customer10896,0,2
customer10897,0,1
customer10898,0,1
customer10899,0,1
customer10900,0,1
customer10901,0,1
customer10902,0,1
customer10903,0,1
customer10904,0,1
customer10905,0,1
customer10906,0,2
customer10907,0,1
customer10908,0,1
customer10909,0,1
customer10910,5,6
customer10911,0,1
customer10912,0,1
customer10913,0,1
customer10914,0,1
customer10915,0,2
customer10916,0,1
customer10917,0,2
customer10918,0,1
customer10919,0,1
customer10920,0,1
customer10921,1,1
customer10922,0,2
customer10923,0,1
customer10924,0,1
customer10925,0,1
customer10926,0,1
customer10927,0,1
customer10928,0,1
customer10929,0,1
customer10930,0,1
customer10931,0,1
customer10932,0,1
customer10933,0,1
customer10934,0,1
customer10935,0,1
customer10936,0,1
customer10937,0,1
customer10938,0,1
customer10939,0,1
customer10940,0,1
customer10941,0,1
customer10942,0,2
customer10943,0,1
customer10944,0,1
customer10945,0,1
customer10946,0,1
customer10947,1,2
customer10948,0,1
customer10949,0,1
customer10950,0,1
customer10951,0,1
customer10952,3,11
customer10953,0,1
customer10954,0,1
customer10955,0,1
customer10956,0,1
customer10957,0,1
customer10958,0,1
customer10959,0,1
customer10960,0,7
customer10961,0,1
customer10962,0,1
customer10963,0,1
customer10964,1,1
customer10965,0,1
customer10966,0,2
customer10967,0,1
customer10968,0,4
customer10969,0,1
customer10970,0,1
customer10971,0,2
customer10972,0,1
customer10973,0,1
customer10974,0,3
customer10975,0,1
customer10976,0,1
customer10977,0,1
customer10978,0,1
customer10979,0,1
customer10980,0,1
customer10981,0,4
customer10982,0,2
customer10983,0,2
customer10984,0,1
customer10985,0,2
customer10986,0,1
customer10987,0,1
customer10988,0,1
customer10989,0,1
customer10990,0,1
customer10991,0,1
customer10992,0,1
customer10993,0,1
customer10994,0,1
customer10995,0,1
customer10996,0,1
customer10997,0,1
customer10998,0,1
customer10999,0,1
customer11000,0,1
customer11001,0,1
customer11002,0,1
customer11003,0,1
customer11004,0,1
customer11005,2,1
customer11006,0,1
customer11007,6,1
customer11008,0,1
customer11009,0,1
customer11010,0,1
customer11011,0,1
customer11012,0,6
customer11013,0,1
customer11014,0,1
customer11015,0,2
customer11016,0,1
customer11017,0,2
customer11018,0,1
customer11019,2,1
customer11020,0,1
customer11021,0,1
customer11022,0,1
customer11023,4,2
customer11024,1,1
customer11025,0,1
customer11026,0,1
customer11027,0,4
customer11028,0,1
customer11029,0,1
customer11030,0,3
customer11031,1,1
customer11032,0,1
customer11033,0,1
customer11034,0,1
customer11035,0,1
customer11036,0,1
customer11037,0,2
customer11038,0,1
customer11039,0,1
customer11040,0,1
customer11041,0,1
customer11042,10,1
customer11043,0,1
customer11044,0,1
customer11045,0,1
customer11046,0,1
customer11047,0,1
customer11048,0,2
customer11049,0,1
customer11050,0,1
customer11051,2,2
customer11052,0,1
customer11053,0,1
customer11054,2,4
customer11055,0,1
customer11056,0,1
customer11057,0,1
customer11058,0,1
